,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17,0.0005763530731201172,0.00021992040939643607,0.0002686023712158203,2.4402045481296495e-05,sqrt,1,19,"{'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 19}",0.8181818181818182,0.7922077922077922,0.75,0.8026315789473685,0.6973684210526315,0.7720779220779221,0.04366520592468757,68
18,0.0005286216735839843,3.998654171132295e-05,0.0002724170684814453,1.3991413066935198e-05,sqrt,1,20,"{'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 20}",0.6883116883116883,0.7402597402597403,0.8157894736842105,0.8157894736842105,0.6973684210526315,0.7515037593984962,0.05534547279570953,173
19,0.0007050514221191406,0.0002958037471329349,0.00028219223022460935,2.9813039759945994e-05,sqrt,1,30,"{'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 30}",0.7922077922077922,0.8311688311688312,0.7763157894736842,0.7763157894736842,0.7894736842105263,0.7930963773069036,0.020132568081962586,16
20,0.0005534172058105468,3.307181104704725e-05,0.0003116607666015625,7.571753675191724e-05,sqrt,2,2,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}",0.6883116883116883,0.6493506493506493,0.7105263157894737,0.7236842105263158,0.6447368421052632,0.6833219412166781,0.03173939791576859,465
21,0.000712728500366211,0.000362998643672257,0.0002952098846435547,7.919537420670904e-05,sqrt,2,3,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 3}",0.6493506493506493,0.7402597402597403,0.6973684210526315,0.7236842105263158,0.6052631578947368,0.6831852358168147,0.04962954406881173,469
22,0.0005739688873291016,5.5691763075041596e-05,0.00028228759765625,4.9294446639168405e-05,sqrt,2,4,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 4}",0.6883116883116883,0.7792207792207793,0.7236842105263158,0.7368421052631579,0.6710526315789473,0.7198222829801778,0.0379583104595554,384
23,0.0004958629608154297,2.85734098658356e-05,0.00025005340576171874,4.481761984828636e-06,sqrt,2,5,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5}",0.6493506493506493,0.7402597402597403,0.7631578947368421,0.7631578947368421,0.6447368421052632,0.7121326042378674,0.053818322037569546,410
24,0.000528717041015625,7.670627869565319e-05,0.00027337074279785154,3.151983787874209e-05,sqrt,2,6,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 6}",0.7012987012987013,0.7142857142857143,0.7236842105263158,0.7368421052631579,0.618421052631579,0.6989063568010938,0.041888411721381365,443
25,0.0005267620086669922,7.729684768160026e-05,0.00027408599853515623,4.298908468074225e-05,sqrt,2,7,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7}",0.6753246753246753,0.7272727272727273,0.6842105263157895,0.6973684210526315,0.6578947368421053,0.6884142173615857,0.023283502213277633,460
26,0.0005152225494384766,2.5590655716718103e-05,0.00025167465209960935,7.924109679352183e-06,sqrt,2,8,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 8}",0.7012987012987013,0.6753246753246753,0.7763157894736842,0.7894736842105263,0.75,0.7384825700615174,0.04367071597625718,281
27,0.0004993915557861328,5.022469447547976e-05,0.0002620220184326172,2.180871968484516e-05,sqrt,2,9,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 9}",0.7532467532467533,0.7922077922077922,0.6578947368421053,0.7105263157894737,0.6710526315789473,0.7169856459330144,0.05023253822881506,399
28,0.0006924152374267578,0.00042577906769200894,0.0003724098205566406,0.00022952411854629156,sqrt,2,10,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7272727272727273,0.6233766233766234,0.6710526315789473,0.8421052631578947,0.7368421052631579,0.7201298701298702,0.0734548593582936,373
29,0.0006547451019287109,0.0002442259844182154,0.00030336380004882815,4.1121669065005664e-05,sqrt,2,11,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 11}",0.6623376623376623,0.7402597402597403,0.7236842105263158,0.8157894736842105,0.6842105263157895,0.7252563226247437,0.05304213556201087,355
30,0.0010385513305664062,0.0005058645605127923,0.0006167888641357422,0.00026647045308401344,sqrt,2,12,"{'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 12}",0.7142857142857143,0.7272727272727273,0.7236842105263158,0.75,0.6710526315789473,0.7172590567327409,0.025912931350137815,396
